Facility,State,name,Date,Source,cases,staffcases,deaths,staffdeaths,pop,currentpop,lat,lon
state,North Carolina,BERTIE CORRECTIONAL INSTITUTION,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,101,,,,1504,,35.9692523,-76.90859254
state,North Carolina,BURKE CONFINEMENT IN RESPONSE TO VIOLATION,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,0,,,,858,,35.67991917,-81.69067652
federal,North Carolina,BUTNER FEDERAL MEDICAL FACILITY,4/23/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,163,,1,0,945,704,36.137654,-78.81379317
federal,North Carolina,BUTNER LOW FEDERAL CORRECTIONAL INSTITUTION,4/23/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,333,,17,1,1197,615,36.14403069,-78.79959297
federal,North Carolina,BUTNER MEDIUM I FEDERAL CORRECTIONAL INSTITUTION,4/23/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,186,,9,0,945,546,36.137654,-78.81379317
federal,North Carolina,BUTNER MEDIUM II FEDERAL CORRECTIONAL INSTITUTION,4/23/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,473,,3,0,1549,1412,36.14649812,-78.80600721
state,North Carolina,CALDWELL CORRECTIONAL CENTER,4/23/2021,https://www.ncdps.gov/our-organization/adult-correction/prisons/prisons-info-covid-19,48,,1,,238,,35.85543098,-81.52095003
state,North Carolina,CALEDONIA CORRECTIONAL INSTITUTION,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,226,,,,1038,,36.30154625,-77.45463622
state,North Carolina,CARTERET CORRECTIONAL CENTER,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,79,,,,300,,34.78213567,-76.84531101
state,North Carolina,CASWELL CORRECTIONAL CENTER,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,113,,,,460,,36.41890724,-79.34228117
state,North Carolina,CATAWBA CORRECTIONAL CENTER,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,43,,,,246,,35.61581975,-81.20959244
state,North Carolina,CENTRAL PRISON,4/23/2021,https://www.ncdps.gov/our-organization/adult-correction/prisons/prisons-info-covid-19,159,,5,,1104,,35.77759538,-78.65503194
state,North Carolina,COLUMBUS CORRECTIONAL INSTITUTION,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,180,,,,584,,34.27835912,-78.71957039
state,North Carolina,CRAGGY CORRECTIONAL CENTER,4/23/2021,https://www.ncdps.gov/our-organization/adult-correction/prisons/prisons-info-covid-19,187,,1,,594,,35.66356803,-82.61517732
state,North Carolina,CRAVEN CORRECTIONAL INSTITUTION,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,557,,,,850,,35.31703318,-77.11802203
state,North Carolina,DAN RIVER PRISON WORK FARM,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,124,,,,614,,36.43326247,-79.34720022
state,North Carolina,DAVIDSON CORRECTIONAL CENTER,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,17,,,,258,,35.81521234,-80.23118631
federal,North Carolina,DISMAS CHARITIES RRC GREENSBORO,4/23/2021,https://www.bop.gov/coronavirus/,1,,0,0,,,,
state,North Carolina,EASTERN CORRECTIONAL INSTITUTION,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,99,,,,616,,35.47818749,-77.59895815
state,North Carolina,FOOTHILLS CORRECTIONAL INSTITUTION,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,103,,,,858,,35.67991917,-81.69067652
state,North Carolina,FORSYTH CORRECTIONAL CENTER,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,129,,,,248,,36.1445991,-80.26255017
state,North Carolina,FRANKLIN CORRECTIONAL CENTER,4/23/2021,https://www.ncdps.gov/our-organization/adult-correction/prisons/prisons-info-covid-19,154,,2,,452,,35.94586746,-78.24921097
state,North Carolina,GASTON CORRECTIONAL CENTER,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,76,,,,242,,35.31350117,-81.19417808
state,North Carolina,GREENE CORRECTIONAL INSTITUTION,4/23/2021,https://www.ncdps.gov/our-organization/adult-correction/prisons/prisons-info-covid-19,120,,2,,616,,35.47818749,-77.59895815
state,North Carolina,HARNETT CORRECTIONAL INSTITUTION,4/23/2021,https://www.ncdps.gov/our-organization/adult-correction/prisons/prisons-info-covid-19,54,,1,,988,,35.38741041,-78.80077653
state,North Carolina,HOKE CI,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,0,,,,502,,35.0520132,-79.3412791
state,North Carolina,HYDE CORRECTIONAL INSTITUTION,4/23/2021,https://www.ncdps.gov/our-organization/adult-correction/prisons/prisons-info-covid-19,204,,2,,648,,35.49419232,-76.33468785
state,North Carolina,JOHNSTON CORRECTIONAL INSTITUTION,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,131,,,,640,,35.557452,-78.32899764
state,North Carolina,LINCOLN CORRECTIONAL CENTER,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,14,,,,233,,35.48401482,-81.23538649
state,North Carolina,LUMBERTON CORRECTIONAL INSTITUTION,4/23/2021,https://www.ncdps.gov/our-organization/adult-correction/prisons/prisons-info-covid-19,281,,1,,784,,34.5873676,-79.054786
state,North Carolina,MARION CORRECTIONAL INSTITUTION,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,116,,,,654,,35.64026256,-81.94698374
state,North Carolina,MAURY CORRECTIONAL INSTITUTION,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,147,,,,1258,,35.44876119,-77.60764781
state,North Carolina,MORRISON CORRECTIONAL INSTITUTION,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,108,,,,739,,35.02193053,-79.60712744
state,North Carolina,MOUNTAIN VIEW CORRECTIONAL INSTITUTION,4/23/2021,https://www.ncdps.gov/our-organization/adult-correction/prisons/prisons-info-covid-19,183,,2,,895,,35.93113624,-82.00196607
state,North Carolina,NASH CORRECTIONAL INSTITUTION,4/23/2021,https://www.ncdps.gov/our-organization/adult-correction/prisons/prisons-info-covid-19,539,,4,,652,,35.9691042,-78.01514843
state,North Carolina,NEUSE CORRECTIONAL INSTITUTION,4/23/2021,https://www.ncdps.gov/our-organization/adult-correction/prisons/prisons-info-covid-19,496,,4,,,,35.38793305,-78.03684678
state,North Carolina,NEW HANOVER CORRECTIONAL CENTER,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,146,,,,387,,34.26648745,-77.92266866
state,North Carolina,NORTH CAROLINA CORRECTIONAL INSTITUTION FOR WOMEN,4/23/2021,https://www.ncdps.gov/our-organization/adult-correction/prisons/prisons-info-covid-19,565,,3,,1646,,35.76470598,-78.62096416
state,North Carolina,NORTH PIEDMONT CONFINEMENT IN RESPONSE TO VIOLATION,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,2,,,,,,35.81303996,-80.22850702
state,North Carolina,ORANGE CORRECTIONAL CENTER,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,72,,,,198,,36.05345198,-79.10118383
state,North Carolina,PAMLICO CORRECTIONAL INSTITUTION,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,105,,,,561,,35.16043587,-76.77080712
state,North Carolina,PASQUOTANK CORRECTIONAL INSTITUTION,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,80,,,,679,,36.36067354,-76.31073875
state,North Carolina,PENDER CORRECTIONAL INSTITUTION,4/23/2021,https://www.ncdps.gov/our-organization/adult-correction/prisons/prisons-info-covid-19,325,,4,,747,,34.55471094,-77.93711186
state,North Carolina,PIEDMONT CORRECTIONAL INSTITUTION,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,372,,,,961,,35.62127907,-80.5450782
state,North Carolina,POLK CORRECTIONAL INSTITUTION,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,214,,,,877,,36.13581599,-78.78554777
state,North Carolina,RANDOLPH CORRECTIONAL CENTER,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,0,,,,225,,35.66810835,-79.82424228
federal,North Carolina,RIVERS CORRECTIONAL INSTITUTION,3/29/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,,,1,0,1217,6,36.40526967,-76.95966914
state,North Carolina,ROBESON CONFINEMENT IN RESPONSE TO VIOLATION,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,84,,,,145,,34.6251147,-79.0757916
state,North Carolina,RUTHERFORD CORRECTIONAL CENTER,4/23/2021,https://www.ncdps.gov/our-organization/adult-correction/prisons/prisons-info-covid-19,112,,3,,236,,35.36509371,-81.91454325
state,North Carolina,SAMPSON CORRECTIONAL INSTITUTION,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,198,,,,458,,35.01274206,-78.34089616
state,North Carolina,SANFORD CORRECTIONAL CENTER,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,21,,,,295,,35.4726341,-79.1593789
state,North Carolina,SCOTLAND CORRECTIONAL INSTITUTION,4/23/2021,https://www.ncdps.gov/our-organization/adult-correction/prisons/prisons-info-covid-19,463,,2,,1615,,34.81190277,-79.36494701
federal,North Carolina,SOUTH RALEIGH RE ENTRY CENTER,4/23/2021,https://www.bop.gov/coronavirus/,0,,,,,,,
state,North Carolina,SOUTHERN CORRECTIONAL INSTITUTION,4/23/2021,https://www.ncdps.gov/our-organization/adult-correction/prisons/prisons-info-covid-19,54,,1,,672,,35.37938363,-79.87216029
state,North Carolina,STATEWIDE,4/23/2021,https://www.ncdps.gov/our-organization/adult-correction/prisons/prisons-info-covid-19,,,,,,,,
state,North Carolina,SWANNANOA CORRECTIONAL CENTER FOR WOMEN,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,53,,,,360,,35.61094196,-82.37390015
state,North Carolina,TABOR CORRECTIONAL INSTITUTION,4/23/2021,https://www.ncdps.gov/our-organization/adult-correction/prisons/prisons-info-covid-19,566,,2,,1721,,34.18742355,-78.91156021
state,North Carolina,TYRRELL PRISON WORK FARM,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,26,,,,639,,35.95760896,-76.22791455
state,North Carolina,WAKE CORRECTIONAL CENTER,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,145,,,,407,,35.76529636,-78.61752518
state,North Carolina,WARREN CORRECTIONAL INSTITUTION,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,379,,,,667,,36.41681967,-78.27022977
state,North Carolina,WILKES CORRECTIONAL CENTER,4/23/2021,https://opus.doc.state.nc.us/DOPCovid19Stats/services/facilitystatsServlet,14,,,,266,,36.16455616,-81.1320742
state,North Dakota,CENTRAL OFFICE,4/23/2021,https://www.docr.nd.gov/covid-19-information,,20,,0,,,,
state,North Dakota,DAKOTA WOMENS CORRECTIONAL REHABILITATION CENTER,4/23/2021,https://www.docr.nd.gov/covid-19-information,10,15,0,0,,,,
state,North Dakota,DIVISION OF JUVENILE SERVICES,4/23/2021,https://www.docr.nd.gov/covid-19-information,,10,,0,,,,
state,North Dakota,JAMES RIVER CORRECTIONAL CENTER,4/23/2021,https://www.docr.nd.gov/covid-19-information,346,104,1,1,439,,46.88322924,-98.68507045
state,North Dakota,MISSOURRI RIVER CORRECTIONAL CENTER,4/23/2021,https://www.docr.nd.gov/covid-19-information,82,19,0,0,187,,46.75378779,-100.8227808
state,North Dakota,NORTH DAKOTA STATE PENITENTIARY,4/23/2021,https://www.docr.nd.gov/covid-19-information,196,115,0,0,753,,46.79996701,-100.7415405
state,North Dakota,PROBATION AND PAROLE,4/23/2021,https://www.docr.nd.gov/covid-19-information,,21,,0,,,,
state,North Dakota,YOUTH CORRECTIONAL CENTER,4/23/2021,https://www.docr.nd.gov/covid-19-information,6,43,0,0,,,46.8187668,-100.913189
federal,Not Available,GLYNCO,4/23/2021,https://www.bop.gov/coronavirus/,,,0,0,,,,
federal,Not Available,REEVES I AND II CI PECOS,4/23/2021,https://www.bop.gov/coronavirus/,,,0,0,,,,
state,Ohio,ALLEN OAKWOOD CORRECTIONAL INSTITUTION,4/23/2021,https://drc.ohio.gov/Organization/Research/Reports/COVID-19-Information,237,196,11,0,1480,,40.77810856,-84.10044987
state,Ohio,BELMONT CORRECTIONAL INSTITUTION,4/23/2021,https://drc.ohio.gov/Organization/Research/Reports/COVID-19-Information,117,198,10,0,2209,,40.08503109,-80.97659907
state,Ohio,CHILLICOTHE CORRECTIONAL INSTITUTION,4/23/2021,https://drc.ohio.gov/Organization/Research/Reports/COVID-19-Information,282,166,11,0,2715,,39.36915278,-83.00182891
state,Ohio,CORRECTIONAL RECEPTION CENTER,4/23/2021,https://drc.ohio.gov/Organization/Research/Reports/COVID-19-Information,1199,197,2,2,1656,,39.80018043,-83.14925654
state,Ohio,DAYTON CORRECTIONAL INSTITUTION,4/23/2021,https://drc.ohio.gov/Organization/Research/Reports/COVID-19-Information,70,124,0,1,863,,39.72945062,-84.25713674
federal,Ohio,ELKTON FEDERAL CORRECTIONAL INSTITUTION,4/23/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,590,,9,0,2004,1094,40.77251073,-80.7047809
state,Ohio,FRANKLIN MEDICAL CENTER,4/23/2021,https://drc.ohio.gov/Organization/Research/Reports/COVID-19-Information,177,265,14,1,473,,39.92211409,-83.01475812
state,Ohio,GRAFTON CORRECTIONAL INSTITUTION,4/23/2021,https://drc.ohio.gov/Organization/Research/Reports/COVID-19-Information,124,188,6,0,661,,41.28315407,-82.02518911
state,Ohio,LAKE ERIE CORRECTIONAL INSTITUTION,4/23/2021,https://drc.ohio.gov/Organization/Research/Reports/COVID-19-Information,45,95,4,1,1766,,41.94593921,-80.53812711
state,Ohio,LEBANON CORRECTIONAL INSTITUTION,4/23/2021,https://drc.ohio.gov/Organization/Research/Reports/COVID-19-Information,80,202,1,1,2344,,39.4339311,-84.2988531
state,Ohio,LONDON CORRECTIONAL INSTITUTION,4/23/2021,https://drc.ohio.gov/Organization/Research/Reports/COVID-19-Information,98,130,6,0,2293,,39.90313668,-83.4836439
state,Ohio,LORAIN CORRECTIONAL INSTITUTION,4/23/2021,https://drc.ohio.gov/Organization/Research/Reports/COVID-19-Information,105,159,1,0,1276,,41.28313977,-82.01568585
state,Ohio,MADISON CORRECTIONAL INSTITUTION,4/23/2021,https://drc.ohio.gov/Organization/Research/Reports/COVID-19-Information,294,232,2,0,2371,,39.91005833,-83.46918389
state,Ohio,MANSFIELD CORRECTIONAL INSTITUTION,4/23/2021,https://drc.ohio.gov/Organization/Research/Reports/COVID-19-Information,143,263,4,0,2183,,40.79165318,-82.50905331
state,Ohio,MARION CORRECTIONAL INSTITUTION,4/23/2021,https://drc.ohio.gov/Organization/Research/Reports/COVID-19-Information,1783,228,12,1,2296,,40.6156179,-83.1070886
state,Ohio,NOBLE CORRECTIONAL INSTITUTION,4/23/2021,https://drc.ohio.gov/Organization/Research/Reports/COVID-19-Information,147,139,1,0,2433,,39.7440579,-81.55168694
state,Ohio,NORTH CENTRAL CORRECTIONAL CENTER,4/23/2021,https://drc.ohio.gov/Organization/Research/Reports/COVID-19-Information,95,104,7,0,2290,,40.61816694,-83.11515125
state,Ohio,NORTHEAST OHIO CORRECTIONAL CENTER,4/23/2021,https://drc.ohio.gov/Organization/Research/Reports/COVID-19-Information,79,200,0,0,362,,41.13176113,-80.6324945
state,Ohio,NORTHEAST REINTEGRATION CENTER,4/23/2021,https://drc.ohio.gov/Organization/Research/Reports/COVID-19-Information,18,33,0,0,554,,41.48885788,-81.66760944
state,Ohio,OHIO REFORMATORY FOR WOMEN,4/23/2021,https://drc.ohio.gov/Organization/Research/Reports/COVID-19-Information,298,155,0,0,2499,,40.22268897,-83.39268254
state,Ohio,OHIO STATE PENITENTIARY,4/23/2021,https://drc.ohio.gov/Organization/Research/Reports/COVID-19-Information,50,112,0,1,465,,41.10939852,-80.57700576
federal,Ohio,ORIANA HOUSE,4/23/2021,https://www.bop.gov/coronavirus/,2,,0,0,,,,
state,Ohio,PICKAWAY CORRECTIONAL INSTITUTION,4/23/2021,https://drc.ohio.gov/Organization/Research/Reports/COVID-19-Information,1190,177,35,1,1656,,39.80018043,-83.14925654
state,Ohio,RICHLAND CORRECTIONAL INSTITUTION,4/23/2021,https://drc.ohio.gov/Organization/Research/Reports/COVID-19-Information,103,149,8,0,2598,,40.78772444,-82.50046982
state,Ohio,ROSS CORRECTIONAL INSTITUTION,4/23/2021,https://drc.ohio.gov/Organization/Research/Reports/COVID-19-Information,35,149,0,0,2147,,39.37443463,-83.01145145
state,Ohio,SOUTHEASTERN CORRECTIONAL INSTITUTION,4/23/2021,https://drc.ohio.gov/Organization/Research/Reports/COVID-19-Information,116,132,0,0,,,39.64181474,-82.62569961
state,Ohio,SOUTHERN OHIO CORRECTIONAL FACILITY,4/23/2021,https://drc.ohio.gov/Organization/Research/Reports/COVID-19-Information,101,340,0,0,1204,,38.87452264,-82.97046944
state,Ohio,STATEWIDE,4/23/2021,Ohio Department of Rehabilitation and Correction,,,,,,,,
state,Ohio,TOLEDO CORRECTIONAL INSTITUTION,4/23/2021,https://drc.ohio.gov/Organization/Research/Reports/COVID-19-Information,114,211,0,0,481,,41.68081999,-83.51018043
state,Ohio,TRUMBULL CORRECTIONAL INSTITUTION,4/23/2021,https://drc.ohio.gov/Organization/Research/Reports/COVID-19-Information,78,143,0,1,1009,,41.23042587,-80.88635517
state,Ohio,WARREN CORRECTIONAL INSTITUTION,4/23/2021,https://drc.ohio.gov/Organization/Research/Reports/COVID-19-Information,20,172,0,0,1267,,39.43425437,-84.30764958
state,Oklahoma,BILL JOHNSON CORRECTIONAL CENTER,4/23/2021,https://oklahoma.gov/doc/covid-19-stats.html,,,0,,410,,36.80664536,-98.63233747
state,Oklahoma,BRIDGEWAY INC HALFWAY HOUSE,4/23/2021,https://oklahoma.gov/doc/covid-19-stats.html,,,0,,83,,36.703439,-97.093852
state,Oklahoma,CIMARRON CORRECTIONAL FACILITY PRIVATE PRISON,4/23/2021,https://oklahoma.gov/doc/covid-19-stats.html,,,1,,1526,,35.94423033,-96.78224702
state,Oklahoma,CLARA WATERS COMMUNITY CORRECTIONS CENTER,4/23/2021,https://oklahoma.gov/doc/covid-19-stats.html,,,1,,234,,35.57196871,-97.44912947
state,Oklahoma,DAVIS CORRECTIONAL FACILITY PRIVATE PRISON,4/23/2021,https://oklahoma.gov/doc/covid-19-stats.html,,,3,,1561,,35.0899408,-96.44424848
state,Oklahoma,DICK CONNER CORRECTIONAL CENTER,4/23/2021,https://oklahoma.gov/doc/covid-19-stats.html,,,0,,1200,,36.46845247,-96.39443618
state,Oklahoma,EDDIE WARRIOR CORRECTIONAL CENTER,4/23/2021,https://oklahoma.gov/doc/covid-19-stats.html,,,2,,915,,35.76787268,-95.54451717
federal,Oklahoma,EL RENO FEDERAL CORRECTIONAL INSTITUTION,4/23/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,595,,1,0,950,854,35.53333583,-98.00518587
state,Oklahoma,ENID COMMUNITY CORRECTIONS CENTER,4/23/2021,https://oklahoma.gov/doc/covid-19-stats.html,,,0,,92,,36.39570232,-97.84784197
federal,Oklahoma,GREAT PLAINS CORRECTIONAL INSTITUTION,4/23/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,,,1,0,1849,992,35.44718802,-98.36775912
state,Oklahoma,HOWARD MCLEOD CORRECTIONAL CENTER,4/23/2021,https://oklahoma.gov/doc/covid-19-stats.html,,,1,,672,,34.15845038,-95.82001916
state,Oklahoma,JACKIE BRANNON CORRECTIONAL CENTER,4/23/2021,https://oklahoma.gov/doc/covid-19-stats.html,,,0,,711,,34.94343883,-95.78342094
state,Oklahoma,JAMES CRABTREE CORRECTIONAL CENTER,4/23/2021,https://oklahoma.gov/doc/covid-19-stats.html,,,3,,1172,,36.546387,-98.27838656
state,Oklahoma,JESS DUNN CORRECTIONAL CENTER,4/23/2021,https://oklahoma.gov/doc/covid-19-stats.html,,,0,,1125,,35.75480015,-95.55572737
state,Oklahoma,JIM E HAMILTON CORRECTIONAL CENTER,4/23/2021,https://oklahoma.gov/doc/covid-19-stats.html,,,0,,722,,34.74930656,-94.63593529
state,Oklahoma,JOHN LILLEY CORRECTIONAL CENTER,4/23/2021,https://oklahoma.gov/doc/covid-19-stats.html,,,7,,820,,35.48108682,-96.4731292
state,Oklahoma,JOSEPH HARP CORRECTIONAL CENTER,4/23/2021,https://oklahoma.gov/doc/covid-19-stats.html,,,9,,1295,,35.03193266,-97.2027072
state,Oklahoma,LAWTON COMMUNITY CORRECTIONS CENTER,4/23/2021,https://oklahoma.gov/doc/covid-19-stats.html,,,0,,151,,34.56607915,-98.39663813
state,Oklahoma,LAWTON CORRECTIONAL FACILITY,4/23/2021,https://oklahoma.gov/doc/covid-19-stats.html,,,3,,2506,,34.52468396,-98.35516426
state,Oklahoma,LEXINGTON ASSESSMENT AND RECEPTION CENTER,4/23/2021,https://oklahoma.gov/doc/covid-19-stats.html,,,4,,484,,35.01735594,-97.22003283
state,Oklahoma,MABEL BASSETT CORRECTIONAL CENTER,4/23/2021,https://oklahoma.gov/doc/covid-19-stats.html,,,1,,1180,,35.44418311,-97.13104788
state,Oklahoma,MACK ALFORD CORRECTIONAL CENTER,4/23/2021,https://oklahoma.gov/doc/covid-19-stats.html,,,0,,799,,34.52537659,-96.03565547
state,Oklahoma,NORTH FORK CORRECTIONAL CENTER,4/23/2021,https://oklahoma.gov/doc/covid-19-stats.html,,,13,,2174,,35.29429126,-99.61333983
state,Oklahoma,NORTHEAST OKLAHOMA CORRECTIONAL CENTER,4/23/2021,https://oklahoma.gov/doc/covid-19-stats.html,,,0,,494,,36.65991676,-95.12107869
state,Oklahoma,OKLAHOMA CITY COMMUNITY CORRECTIONS CENTER,4/23/2021,https://oklahoma.gov/doc/covid-19-stats.html,,,0,,258,,35.53066735,-97.51713079
federal,Oklahoma,OKLAHOMA CITY FEDERAL TRANSFER FACILITY,4/23/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,292,,2,0,1406,1125,35.39082578,-97.61625562
state,Oklahoma,OKLAHOMA STATE PENITENTIARY,4/23/2021,https://oklahoma.gov/doc/covid-19-stats.html,,,3,,721,,34.954756,-95.78311848
state,Oklahoma,OKLAHOMA STATE REFORMATORY,4/23/2021,https://oklahoma.gov/doc/covid-19-stats.html,,,0,,757,,34.95568687,-99.35615738
state,Oklahoma,STATEWIDE,4/23/2021,https://oklahoma.gov/doc/covid-19-stats.html,7410,1045,,,,,,
state,Oklahoma,UNION CITY COMMUNITY CORRECTIONS CENTER,4/23/2021,https://oklahoma.gov/doc/covid-19-stats.html,,,2,,211,,35.39981296,-97.93553479
state,Oklahoma,WILLIAM S KEY CORRECTIONAL CENTER,4/23/2021,https://oklahoma.gov/doc/covid-19-stats.html,,,2,,1032,,36.57186707,-99.55686102
state,Oregon,COFFEE CREEK CORRECTIONAL FACILITY,4/23/2021,https://www.oregon.gov/doc/covid19/Pages/covid19-tracking.aspx,240,43,,,619,,45.34172862,-122.7907217
state,Oregon,COFFEE CREEK INTATE CENTER,4/23/2021,https://www.oregon.gov/doc/covid19/Pages/covid19-tracking.aspx,101,12,,,,,45.3416424,-122.7921151
state,Oregon,COLUMBIA RIVER CORRECTIONAL INSTITUTION,4/23/2021,https://www.oregon.gov/doc/covid19/Pages/covid19-tracking.aspx,258,25,,,561,,45.58922255,-122.6369234
state,Oregon,DEER RIDGE CORRECTIONAL INSTITUTION,4/23/2021,https://www.oregon.gov/doc/covid19/Pages/covid19-tracking.aspx,283,46,,,940,,44.63749299,-121.0510234
state,Oregon,EASTERN OREGON CORRECTIONAL INSTITUTION,4/23/2021,https://www.oregon.gov/doc/covid19/Pages/covid19-tracking.aspx,459,76,,,1682,,45.67106704,-118.8169523
state,Oregon,MILL CREEK CORRECTIONAL FACILITY,4/23/2021,https://www.oregon.gov/doc/covid19/Pages/covid19-tracking.aspx,40,15,,,272,,44.87550423,-122.9740035
state,Oregon,OREGON STATE CORRECTIONAL INSTITUTION,4/23/2021,https://www.oregon.gov/doc/covid19/Pages/covid19-tracking.aspx,252,43,,,895,,44.89785027,-122.9491417
state,Oregon,OREGON STATE PENITENTIARY,4/23/2021,https://www.oregon.gov/doc/covid19/Pages/covid19-tracking.aspx,386,124,,,,,44.93827755,-122.9990695
state,Oregon,POWDER RIVER CORRECTIONAL FACILITY,4/23/2021,https://www.oregon.gov/doc/covid19/Pages/covid19-tracking.aspx,72,23,,,335,,44.79166719,-117.8438061
state,Oregon,SANTIAM CORRECTIONAL INSTITUTION,4/23/2021,https://www.oregon.gov/doc/covid19/Pages/covid19-tracking.aspx,119,34,,,476,,44.8916846,-122.9616428
federal,Oregon,SHERIDAN FEDERAL CORRECTIONAL INSTITUTION,4/23/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,108,,1,0,,1124,45.0840138,-123.3838171
state,Oregon,SHUTTER CREEK CORRECTIONAL INSTITUTION,4/23/2021,https://www.oregon.gov/doc/covid19/Pages/covid19-tracking.aspx,27,7,,,288,,43.5340444,-124.1760812
state,Oregon,SNAKE RIVER CORRECTIONAL INSTITUTION,4/23/2021,https://www.oregon.gov/doc/covid19/Pages/covid19-tracking.aspx,488,231,,,2901,,44.07833927,-117.0677229
state,Oregon,SOUTH FORK FOREST CAMP,4/23/2021,https://www.oregon.gov/doc/covid19/Pages/covid19-tracking.aspx,4,0,,,188,,45.59017294,-123.4652258
state,Oregon,STATEWIDE,4/23/2021,https://www.oregon.gov/doc/covid19/Pages/covid19-tracking.aspx,,,42,,,,,
state,Oregon,TWO RIVERS CORRECTIONAL INSTITUTION,4/23/2021,https://www.oregon.gov/doc/covid19/Pages/covid19-tracking.aspx,776,127,,,1855,,45.92660416,-119.2609727
state,Oregon,WARNER CREEK CORRECTIONAL FACILITY,4/23/2021,https://www.oregon.gov/doc/covid19/Pages/covid19-tracking.aspx,94,14,,,475,,42.24464429,-120.3792674
state,Pennsylvania,ALBION CORRECTIONAL FACILITY,4/23/2021,https://www.cor.pa.gov/Pages/COVID-19.aspx,718,225,3,0,2205,2119,41.87872712,-80.36314055
county,Pennsylvania,ALLEGHENY COUNTY JAIL,4/23/2021,https://www.alleghenycounty.us/jail/index.aspx,341,137,,,2490,,40.43449,-79.99346
federal,Pennsylvania,ALLENWOOD LOW FEDERAL CORRECTIONAL INSTITUTION,4/23/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,290,,0,0,,900,,
federal,Pennsylvania,ALLENWOOD MEDIUM FEDERAL CORRECTIONAL INSTITUTION,4/23/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,542,,0,0,1331,1128,41.12679716,-76.92503845
federal,Pennsylvania,ALLENWOOD UNITED STATES PENITENTIARY,4/23/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,134,,1,0,775,495,41.13386913,-76.92289809
